surname,ids,gender,age_bin,geography,creditscore,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn_prediction,churn_score
Biryukov,14685-15583480,Male,36-45,France,706,38,8,112889.91,1,1.0,1.0,6723.66,0,0.060085177
O'Sullivan,82562-15808780,Male,26-35,France,729,29,8,0.0,1,1.0,1.0,89566.55,0,0.063594274
Ellis,124804-15679813,Male,26-35,France,687,28,1,0.0,1,1.0,0.0,40357.39,0,0.16981657
Onyemauchechi,70534-15750545,Male,36-45,France,645,40,5,118536.4,1,1.0,0.0,140881.2,0,0.229526
Ch'ang,141392-15605827,Female,26-35,Spain,681,34,9,125877.65,1,1.0,1.0,181224.56,0,0.08044591
P'eng,123092-15593946,Male,36-45,France,737,45,9,0.0,1,1.0,0.0,165571.56,1,0.66446346
Aksenov,120138-15772926,Male,26-35,Spain,713,31,10,120150.21,1,1.0,1.0,143614.02,0,0.040069856
Nnachetam,54205-15697307,Female,26-35,Spain,588,34,10,0.0,2,1.0,0.0,79078.91,0,0.030499471
Tsao,9798-15631053,Male,26-35,France,656,29,9,0.0,2,1.0,1.0,86310.46,0,0.007963377
Yefremov,109588-15766289,Male,26-35,Spain,750,28,9,0.0,2,1.0,1.0,83617.41,0,0.008327379
Biryukov,8954-15762048,Male,26-35,Germany,611,32,4,127157.97,2,1.0,1.0,130197.59,0,0.03076458
Uspenskaya,30438-15572022,Female,26-35,France,705,35,3,0.0,2,0.0,0.0,140941.47,0,0.04410057
Yeh,122716-15611058,Female,26-35,France,550,34,3,0.0,2,0.0,1.0,29132.63,0,0.025223168
Chibueze,129429-15658057,Female,26-35,Spain,668,32,2,165413.76,2,0.0,0.0,62700.29,0,0.10560706
Buckley,58116-15568469,Female,36-45,Spain,653,39,0,0.0,2,0.0,1.0,27862.58,0,0.05825021
Chiang,93329-15665766,Male,26-35,Germany,803,33,7,123783.25,1,1.0,1.0,159654.0,0,0.10579204
Lee,67729-15806049,Female,46-60,Germany,714,49,5,140510.89,1,0.0,0.0,141914.94,1,0.8799229
Naylor,62734-15651268,Female,36-45,Germany,635,42,8,103568.63,1,0.0,1.0,175719.71,1,0.5910878
Hsu,160521-15692599,Male,46-60,Spain,716,46,4,134208.22,1,1.0,0.0,48559.19,0,0.49275395
Hsueh,85134-15661903,Male,26-35,Spain,718,29,8,0.0,2,1.0,1.0,155835.53,0,0.007578719
Jen,50568-15723008,Female,26-35,France,712,32,5,0.0,2,0.0,0.0,165693.06,0,0.037209824
Hsia,34110-15788291,Female,26-35,France,710,34,4,122446.61,1,1.0,0.0,86786.41,0,0.12564746
Y?,2944-15657957,Male,36-45,Germany,602,44,8,113674.2,2,1.0,0.0,197861.16,0,0.2486618
Hs?,7784-15706729,Male,36-45,Spain,567,36,10,0.0,2,1.0,0.0,45414.09,0,0.026624713
Lynch,94327-15570086,Male,18-25,Germany,664,18,7,90544.0,1,0.0,1.0,4777.23,0,0.21066463
O'Toole,20998-15673929,Female,26-35,France,667,32,5,0.0,2,1.0,0.0,71379.92,0,0.024911055
Hsieh,66475-15641133,Female,26-35,Spain,683,34,7,0.0,2,0.0,1.0,159814.17,0,0.01604425
Ozoemena,16695-15801169,Female,26-35,France,719,35,8,156021.31,1,0.0,0.0,25803.59,0,0.20110744
Bryant,75006-15770214,Male,26-35,Spain,754,27,7,0.0,2,1.0,0.0,144134.64,0,0.017655458
Hsia,157870-15571489,Female,36-45,France,706,41,4,171671.8,1,0.0,1.0,63736.86,0,0.16539557
Dyson,147986-15662291,Male,46-60,France,745,52,8,0.0,2,1.0,1.0,115719.08,0,0.074798055
Ma,116664-15708916,Female,46-60,France,602,47,10,0.0,1,1.0,1.0,64511.44,1,0.61364627
Chibugo,153792-15617982,Male,46-60,France,671,49,4,121091.05,1,0.0,0.0,180622.02,1,0.58059055
Kao,15030-15602454,Female,26-35,France,574,29,1,0.0,2,0.0,0.0,75860.3,0,0.036063954
George,66942-15605737,Female,36-45,France,541,36,5,0.0,2,1.0,0.0,124795.84,0,0.05875579
T'ao,146294-15685300,Male,46-60,France,639,48,9,0.0,1,0.0,0.0,176692.89,1,0.8335467
Nkemakolam,94533-15729377,Male,36-45,France,628,38,1,0.0,1,1.0,0.0,147964.78,0,0.3129278
Chukwuemeka,147820-15641694,Female,26-35,Germany,715,33,1,134496.04,1,1.0,1.0,156668.21,0,0.21549828
H?,77379-15666767,Male,26-35,France,704,35,5,86893.28,1,0.0,0.0,59374.82,0,0.12579419
L?,45746-15608873,Male,26-35,France,653,30,1,0.0,2,1.0,0.0,81482.4,0,0.0150312735
Pickering,65271-15811389,Male,36-45,France,809,37,8,154712.58,1,1.0,0.0,89938.08,0,0.13944148
Buccho,91735-15603749,Male,46-60,Germany,554,48,4,116662.96,2,1.0,1.0,23864.21,0,0.23594657
Lombardo,99796-15756743,Female,36-45,France,684,43,6,0.0,2,1.0,1.0,16081.62,0,0.046409488
DeRose,21467-15768270,Male,26-35,France,717,27,4,0.0,2,1.0,1.0,112395.98,0,0.0074645644
Maclean,358-15662571,Male,26-35,France,583,35,8,0.0,2,1.0,0.0,170483.9,0,0.017860034
Kao,157156-15743043,Female,36-45,France,599,43,5,0.0,2,1.0,1.0,82756.28,0,0.05183661
Onyemere,59256-15711309,Male,26-35,France,639,29,8,0.0,1,0.0,1.0,105784.65,0,0.09207975
Shao,8458-15693199,Female,36-45,Spain,739,37,9,0.0,2,0.0,1.0,191557.1,0,0.032536667
Nkemdirim,1048-15743714,Male,46-60,France,567,46,1,0.0,2,1.0,1.0,25843.7,0,0.05596289
Toscani,142357-15583736,Female,26-35,Germany,699,29,8,139529.3,2,1.0,0.0,121151.1,0,0.0925488
P'eng,108101-15674573,Male,36-45,France,684,40,8,0.0,2,1.0,1.0,168816.32,0,0.0170693
T'ien,129954-15763327,Female,36-45,France,591,41,1,0.0,1,0.0,0.0,676.06,1,0.6134845
Trevisano,82035-15576069,Male,26-35,Spain,633,31,5,0.0,2,1.0,0.0,147597.94,0,0.01807025
Kang,56494-15738785,Male,26-35,France,697,26,7,0.0,2,0.0,1.0,156598.23,0,0.010807422
Kao,269-15690182,Female,26-35,France,683,33,8,0.0,2,1.0,1.0,171378.77,0,0.013341132
Hsieh,46317-15781127,Male,26-35,Spain,723,29,8,0.0,2,1.0,1.0,76794.84,0,0.0075696427
Ch'iu,73879-15627352,Female,36-45,Spain,529,43,5,151822.81,1,1.0,1.0,123850.24,0,0.24576747
Ritchie,53519-15803696,Male,36-45,Germany,576,38,3,139432.52,1,1.0,0.0,130862.95,0,0.3657803
Chukwumaobim,115853-15623107,Female,26-35,France,686,34,3,0.0,1,1.0,0.0,35611.35,0,0.27778465
Ch'ien,25253-15605327,Female,46-60,Germany,834,54,3,91219.29,1,1.0,0.0,52709.55,1,0.87666523
Onyeorulu,129166-15674440,Male,26-35,Spain,479,32,4,0.0,3,1.0,0.0,141175.84,1,0.78649694
Nkemdilim,108400-15757897,Male,36-45,France,817,38,9,101207.75,1,0.0,1.0,88211.12,0,0.068638064
Udinese,18692-15597951,Male,36-45,Spain,613,43,4,0.0,2,1.0,1.0,132498.34,0,0.034203354
Nwachinemelu,97231-15580146,Male,36-45,Spain,632,38,4,123372.3,1,1.0,0.0,58814.41,0,0.18011698
Nwoye,40972-15668081,Female,60+,France,792,61,8,0.0,1,1.0,1.0,101418.05,0,0.48731175
Oluchukwu,23788-15605424,Male,26-35,France,632,32,4,123906.55,1,1.0,0.0,135096.78,0,0.09350307
Yermakov,81001-15631310,Female,26-35,France,739,30,2,0.0,2,1.0,0.0,86044.98,0,0.02907876
Lucchese,101799-15641359,Female,36-45,France,638,40,8,0.0,1,1.0,1.0,63736.17,0,0.35110918
Lucchese,150004-15792726,Female,36-45,Germany,616,42,6,131854.76,2,1.0,1.0,91575.56,0,0.11047101
Ibezimako,134457-15632521,Female,60+,Spain,838,71,6,97945.4,1,1.0,1.0,129956.13,0,0.1850968
King,95390-15758171,Male,36-45,France,778,37,3,141803.77,2,1.0,1.0,179421.84,0,0.03158174
Chukwuhaenye,66964-15682084,Male,26-35,France,714,35,7,132767.67,1,1.0,0.0,72944.64,0,0.08062259
Grant,53826-15672152,Female,36-45,Germany,850,37,10,122506.38,1,0.0,1.0,199693.84,0,0.3917351
Enyinnaya,99196-15721917,Female,36-45,France,707,42,3,162657.64,1,1.0,1.0,82967.97,0,0.15393192
Hs?eh,89402-15582762,Female,36-45,Spain,841,38,9,121152.18,1,0.0,0.0,143357.71,0,0.2431363
Galkina,134971-15792630,Female,36-45,Germany,743,37,9,140549.33,1,1.0,0.0,166476.36,1,0.5098357
Tsao,126316-15691703,Female,26-35,France,628,32,8,0.0,2,0.0,1.0,156774.75,0,0.019756382
Ebelegbulam,58517-15615177,Male,26-35,Spain,797,28,6,123692.0,1,1.0,1.0,70548.96,0,0.04269363
Ch'iu,101948-15701167,Female,46-60,Germany,547,48,4,137781.65,1,1.0,0.0,126794.56,1,0.8884912
Lucchese,93142-15603840,Male,26-35,France,714,30,2,0.0,1,1.0,1.0,170963.39,0,0.08477208
Chinedum,112556-15572801,Male,26-35,France,619,34,2,93844.14,1,1.0,1.0,140763.18,0,0.03487838
Kao,143146-15757566,Female,18-25,France,633,24,1,0.0,2,0.0,0.0,125986.17,0,0.04907754
He,62286-15682435,Female,36-45,Germany,575,36,2,108913.84,2,1.0,0.0,140460.01,0,0.22926116
Smith,136888-15652955,Female,26-35,France,777,33,10,0.0,2,1.0,1.0,92568.88,0,0.014102921
Shaw,13748-15642336,Female,36-45,Germany,669,40,5,139973.65,1,0.0,0.0,64599.64,1,0.62686723
O'Kane,21439-15705918,Male,36-45,Spain,613,39,8,0.0,2,1.0,0.0,62390.37,0,0.031597275
Shih,124359-15794916,Female,26-35,France,607,29,10,0.0,2,0.0,0.0,162917.83,0,0.04637499
Ch'ang,160873-15698902,Female,46-60,France,569,52,10,0.0,1,1.0,1.0,823.38,1,0.6257888
Jennings,44294-15729224,Male,36-45,France,741,37,5,0.0,2,1.0,0.0,115403.31,0,0.024667632
Onyemauchechukwu,74341-15736088,Female,36-45,France,527,36,2,175578.51,1,1.0,1.0,47316.35,0,0.12716249
H?,62116-15809800,Female,26-35,Spain,710,32,6,0.0,1,0.0,1.0,180591.32,0,0.1826322
Yevseyev,99104-15576683,Male,36-45,France,719,45,1,0.0,1,1.0,0.0,46775.52,1,0.6053537
Johnstone,76513-15757981,Male,36-45,France,597,42,4,0.0,2,1.0,1.0,52709.55,0,0.021574404
Macleod,8146-15667093,Female,46-60,Spain,628,51,4,0.0,1,1.0,1.0,55902.93,1,0.7101473
Mironova,92448-15780805,Male,46-60,France,649,50,0,0.0,1,1.0,1.0,183358.21,1,0.5895915
Borchgrevink,47458-15659105,Female,26-35,France,669,33,4,0.0,1,1.0,1.0,58170.24,0,0.1698991
Dilke,35818-15651315,Male,36-45,France,627,41,2,0.0,2,1.0,0.0,132719.8,0,0.041872088
Sazonova,72284-15656901,Male,26-35,Germany,577,33,8,142537.18,1,0.0,0.0,36091.91,0,0.2870628
Walker,120628-15810839,Female,36-45,France,781,36,4,0.0,2,0.0,1.0,198134.11,0,0.041008
Chukwudi,29423-15744551,Male,46-60,France,584,48,1,121898.52,1,0.0,1.0,61602.42,0,0.27546152
Onyeorulu,18048-15648725,Male,26-35,Spain,667,28,8,93791.38,1,1.0,0.0,70563.9,0,0.07388823
Nkemakolam,14325-15686670,Male,36-45,France,639,42,6,120825.7,3,1.0,0.0,75585.48,1,0.89077926
T'ang,88538-15570932,Male,36-45,France,666,43,7,137780.74,2,1.0,1.0,119100.05,0,0.058740344
Fan,23030-15660866,Male,46-60,France,648,52,9,134837.58,1,0.0,1.0,93551.36,0,0.30642632
Trevisani,74788-15648069,Female,46-60,France,616,51,9,174701.05,2,1.0,0.0,175235.21,1,0.6093955
Trevisani,110503-15768193,Male,46-60,France,525,47,1,118087.68,1,0.0,0.0,88120.78,1,0.5434221
Hsia,48194-15732944,Male,26-35,Spain,607,33,8,0.0,2,0.0,1.0,191198.51,0,0.013952397
Nwokeocha,5704-15579548,Male,36-45,Spain,607,38,7,0.0,2,1.0,0.0,178291.07,0,0.026375141
Lo Duca,24732-15771580,Male,36-45,Spain,604,42,3,0.0,1,0.0,1.0,163558.42,0,0.32984206
Chidi,53527-15684946,Male,26-35,France,550,31,0,74423.61,1,0.0,1.0,172849.4,0,0.07159271
K'ung,15798-15753094,Male,36-45,Spain,594,36,8,143571.79,1,1.0,1.0,151647.33,0,0.047660433
White,70487-15583353,Female,36-45,France,628,38,4,0.0,1,1.0,0.0,121904.14,1,0.50281215
Ch'eng,40377-15707918,Male,46-60,Germany,651,48,5,111565.91,1,1.0,1.0,91566.67,1,0.55446666
Olisaemeka,144420-15600650,Male,36-45,Spain,666,36,10,0.0,2,1.0,1.0,111421.47,0,0.009679432
Fomin,133748-15594812,Female,36-45,France,748,38,7,0.0,2,1.0,1.0,161579.85,0,0.022112006
Lock,16460-15726589,Male,46-60,Germany,652,48,10,82531.11,1,0.0,1.0,114092.52,0,0.47386074
Ozoemena,151260-15738191,Male,26-35,France,684,29,8,0.0,2,1.0,0.0,187638.34,0,0.012808933
Mazzi,16881-15640257,Female,26-35,France,704,34,3,0.0,2,1.0,1.0,171037.63,0,0.013984388
Aksenov,140223-15682322,Male,36-45,Spain,714,37,9,0.0,2,0.0,1.0,151280.96,0,0.014300198
Ts'ui,78063-15603883,Male,26-35,France,644,28,4,0.0,2,1.0,1.0,105525.32,0,0.008007868
T'an,138271-15770525,Female,26-35,Spain,760,28,1,141038.57,2,0.0,0.0,16287.38,0,0.09645446
Nkemakonam,115785-15591299,Male,26-35,France,683,32,5,136525.18,1,0.0,1.0,60416.43,0,0.048318084
Nnamdi,77314-15739357,Male,26-35,Spain,715,35,3,0.0,2,1.0,1.0,167558.39,0,0.0086496305
Burgess,122925-15757825,Male,18-25,Germany,556,18,8,107850.82,1,0.0,1.0,192131.77,0,0.1693585
Chu,113281-15724150,Male,36-45,Germany,684,38,7,91285.22,1,1.0,0.0,6472.7,0,0.29490882
Brothers,17077-15605276,Male,36-45,France,613,38,4,0.0,2,1.0,1.0,180066.59,0,0.012971015
Pirozzi,127246-15709135,Female,26-35,Germany,691,30,7,101231.77,2,0.0,0.0,156529.44,0,0.122095935
White,56447-15690695,Female,46-60,France,722,49,4,85704.95,1,0.0,1.0,27886.06,0,0.33539835
Fokine,2322-15624347,Female,26-35,France,691,33,6,0.0,2,1.0,1.0,147715.83,0,0.013479063
Milano,83533-15604832,Male,36-45,France,749,39,5,0.0,1,0.0,0.0,141240.85,0,0.37088472
Olisanugo,35592-15573284,Female,36-45,France,682,37,5,0.0,2,1.0,0.0,11514.39,0,0.046365723
Nwabugwu,44765-15745080,Male,26-35,France,730,33,4,0.0,1,1.0,1.0,122925.4,0,0.07863181
Fanucci,65148-15659098,Male,36-45,France,589,38,5,0.0,2,1.0,0.0,140958.41,0,0.025772074
Hsia,11051-15612193,Male,26-35,Spain,762,29,10,115545.33,1,1.0,0.0,148256.43,0,0.09798968
De Neeve,69148-15693162,Female,36-45,France,753,39,5,0.0,2,1.0,1.0,158357.97,0,0.030854076
Rowntree,30514-15813843,Female,36-45,France,732,40,2,0.0,2,0.0,1.0,38761.61,0,0.041587196
Ward,998-15573309,Female,26-35,Spain,626,32,2,0.0,2,1.0,0.0,95794.98,0,0.03264975
Okwudiliolisa,3704-15680141,Male,36-45,Germany,739,43,4,123894.43,1,1.0,0.0,160546.58,1,0.6863357
Chu,163147-15726484,Male,36-45,Germany,782,38,3,166082.15,1,1.0,1.0,113909.66,0,0.11697177
Chukwubuikem,100355-15785183,Female,36-45,France,746,43,9,127476.73,2,1.0,0.0,155700.15,0,0.3108868
T'ang,28059-15581280,Male,26-35,France,635,30,3,91562.11,1,1.0,0.0,136812.47,0,0.0838654
Mai,24957-15693764,Male,46-60,Germany,663,52,1,136298.65,1,1.0,0.0,144593.3,1,0.91720146
P'an,29453-15604792,Male,36-45,Germany,637,41,7,136364.46,2,1.0,1.0,148735.75,0,0.061636258
T'ao,84760-15782231,Male,46-60,Spain,646,48,5,0.0,1,1.0,0.0,161653.5,1,0.8254884
Yen,115675-15629519,Male,26-35,France,516,32,6,0.0,2,1.0,0.0,88890.05,0,0.016137512
Mazzi,113889-15642996,Female,26-35,France,667,29,9,0.0,2,1.0,0.0,126837.13,0,0.027316302
P'eng,148720-15605835,Female,26-35,France,613,27,8,0.0,2,1.0,1.0,91657.59,0,0.013642654
Ugochukwu,81661-15570194,Male,26-35,France,651,35,5,113599.26,1,1.0,0.0,65632.01,0,0.13257156
Ibeamaka,161130-15664311,Male,26-35,France,694,32,1,0.0,2,1.0,1.0,182681.55,0,0.007305848
Achebe,69387-15668893,Female,26-35,France,703,29,5,0.0,2,1.0,0.0,108876.75,0,0.029023211
Gboliwe,100077-15786539,Male,26-35,Germany,546,35,1,148045.45,3,1.0,0.0,129912.74,1,0.8972401
Wright,163662-15770406,Female,36-45,France,790,36,4,136853.96,1,1.0,0.0,82709.8,0,0.20086278
Ts'ao,67871-15708714,Male,36-45,Spain,651,42,7,0.0,2,1.0,1.0,102665.96,0,0.01829615
Hs?,45462-15789955,Female,60+,Spain,601,61,0,0.0,2,1.0,1.0,164741.81,0,0.105957665
Woronoff,142429-15567557,Female,36-45,Germany,835,39,1,60205.2,2,1.0,0.0,136985.08,0,0.19080548
Okwudilichukwu,137186-15736228,Female,60+,Spain,583,61,6,0.0,2,1.0,1.0,121592.5,0,0.062158708
Onyekaozulu,96372-15654901,Male,36-45,Germany,653,43,2,129855.32,2,1.0,1.0,79577.4,0,0.0973658
Pinto,127993-15581280,Female,36-45,France,613,39,8,0.0,1,1.0,0.0,84978.53,1,0.5029078
Chibugo,3065-15738166,Male,26-35,Germany,653,34,1,151709.33,2,0.0,0.0,102280.29,0,0.06637043
Douglas,96889-15604818,Male,46-60,France,667,52,9,114795.63,1,1.0,0.0,184800.24,1,0.74112797
Okonkwo,134359-15678626,Male,26-35,Spain,538,29,0,0.0,2,0.0,0.0,179453.66,0,0.033078436
Kulikova,79839-15727138,Female,46-60,Spain,611,46,9,0.0,1,1.0,0.0,34774.26,1,0.80289227
Uwaezuoke,109073-15660809,Female,26-35,Spain,680,29,7,0.0,1,0.0,1.0,143960.72,0,0.1715162
Hs?eh,130270-15591644,Female,18-25,France,850,25,6,0.0,1,1.0,1.0,131602.42,0,0.13512161
White,2671-15627212,Female,36-45,France,681,41,7,0.0,2,1.0,1.0,168516.72,0,0.030149335
Fink,129930-15635939,Female,36-45,Spain,615,38,6,120599.38,2,1.0,0.0,72402.0,0,0.09885331
Hsia,134900-15573077,Female,26-35,France,681,28,8,0.0,2,1.0,0.0,110498.1,0,0.027154578
Roberts,14764-15737025,Male,26-35,France,635,33,7,0.0,2,0.0,1.0,178067.33,0,0.011666418
Yermakova,54377-15573045,Male,26-35,Spain,850,35,5,0.0,1,1.0,1.0,179435.21,0,0.11697076
Maclean,163617-15766185,Male,36-45,France,593,39,3,0.0,2,1.0,1.0,149991.13,0,0.016293816
Shih,64388-15573319,Male,36-45,France,571,44,3,0.0,1,0.0,1.0,90162.35,0,0.42027763
Hughes,50113-15690169,Female,36-45,France,732,40,1,106526.63,1,1.0,0.0,81253.82,0,0.33226985
Genovesi,45606-15728012,Female,46-60,Spain,605,57,2,0.0,1,1.0,1.0,134778.01,1,0.6255751
Mancini,45244-15691906,Female,36-45,France,597,36,8,0.0,2,1.0,1.0,51562.57,0,0.018634247
Ts'ai,29330-15654060,Female,36-45,France,696,40,2,0.0,2,1.0,1.0,82351.06,0,0.027380932
Maclean,99096-15633048,Female,46-60,Germany,595,48,4,138847.07,1,0.0,1.0,181429.87,1,0.7609461
Trevisano,78505-15785519,Female,36-45,Spain,670,38,7,0.0,1,1.0,0.0,80778.5,0,0.36873937
Piazza,145450-15703542,Female,26-35,Germany,632,34,2,123894.48,2,1.0,0.0,121894.76,0,0.12243366
Chiu,65574-15748327,Male,26-35,Germany,712,30,2,111395.53,1,0.0,1.0,85129.77,0,0.13108799
Mazzanti,36973-15721715,Male,26-35,France,766,30,4,114027.7,1,1.0,1.0,12639.67,0,0.06389427
Gearheart,162106-15690540,Female,36-45,Spain,646,41,3,0.0,1,0.0,0.0,177506.66,1,0.7009445
Kerr,26796-15745844,Female,26-35,Spain,642,28,6,129502.49,2,1.0,0.0,86099.23,0,0.073719285
Yobanna,66456-15779711,Male,36-45,France,850,36,4,0.0,2,1.0,1.0,161039.83,0,0.013553432
Thomas,72388-15779947,Female,26-35,Spain,363,28,7,146098.43,3,1.0,0.0,100615.14,1,0.8073022
Okwuadigbo,149507-15574119,Female,60+,Spain,598,64,1,0.0,1,1.0,1.0,152273.57,0,0.4214534
Smalley,159219-15767681,Male,26-35,France,665,34,7,0.0,2,0.0,1.0,169287.99,0,0.010998352
Kang,141236-15692926,Male,18-25,Germany,544,25,6,121702.73,1,1.0,1.0,142210.94,0,0.10706911
Ritchie,79848-15693326,Female,36-45,Germany,681,43,6,150905.03,3,0.0,0.0,136843.72,1,0.96869344
T'ien,51090-15746127,Male,46-60,Spain,758,46,6,0.0,2,1.0,1.0,166677.54,0,0.048986938
Fomin,107154-15782530,Male,26-35,France,582,27,2,0.0,2,1.0,0.0,84972.9,0,0.016171897
Venables,16578-15809509,Male,26-35,France,699,28,3,125689.29,1,1.0,1.0,151623.71,0,0.039907634
White,104588-15707674,Female,46-60,France,515,58,2,131852.81,1,0.0,1.0,81436.68,0,0.32277298
Akobundu,99615-15807563,Male,36-45,France,720,42,4,0.0,1,1.0,0.0,645.84,0,0.44413617
T'ien,115711-15659420,Male,26-35,Germany,646,35,8,151553.19,2,1.0,0.0,142560.32,0,0.06376753
Chialuka,105887-15712608,Male,26-35,France,662,27,2,119755.0,1,1.0,1.0,88729.71,0,0.037534382
Burt,24589-15742632,Male,26-35,France,687,28,7,0.0,2,0.0,0.0,48378.4,0,0.022012422
White,22158-15795990,Male,46-60,France,516,51,0,0.0,2,1.0,1.0,133086.45,0,0.11432185
Ugochukwu,47816-15676094,Male,26-35,France,756,32,8,0.0,1,1.0,0.0,51549.74,0,0.18655702
Trevisani,63965-15594450,Female,46-60,France,615,46,5,88827.08,3,1.0,0.0,180844.2,1,0.9495796
T'ien,151210-15578006,Female,36-45,France,535,37,3,153313.66,1,1.0,0.0,101314.76,0,0.28832123
Udegbulam,17181-15694510,Male,36-45,Germany,578,38,4,163894.35,2,1.0,1.0,64490.67,0,0.03508191
Chuang,160233-15635938,Male,26-35,France,663,33,2,127631.43,1,1.0,1.0,86775.83,0,0.038271904
Johnstone,151406-15630195,Female,36-45,France,585,45,1,131184.67,2,1.0,1.0,49815.62,0,0.11887015
Gomes,79015-15581282,Male,26-35,Spain,648,29,10,118469.38,1,1.0,0.0,82820.85,0,0.10037112
Hansen,18285-15696054,Male,36-45,Germany,596,37,6,141546.35,1,1.0,1.0,113483.96,0,0.12525758
Hughes,152363-15727605,Male,36-45,Spain,684,39,6,0.0,4,1.0,0.0,96794.59,1,0.839223
Hsiung,98078-15798868,Female,26-35,Spain,569,32,2,0.0,2,0.0,1.0,141400.32,0,0.021810105
Rossi,139494-15776824,Male,26-35,France,766,28,5,122724.37,1,1.0,1.0,67057.27,0,0.040369898
Aksenov,136678-15681562,Male,36-45,France,681,37,7,0.0,2,1.0,1.0,107841.02,0,0.009179488
Maclean,24426-15770406,Female,36-45,Germany,508,39,5,143549.65,2,1.0,1.0,115650.89,0,0.07223823
Genovese,56718-15751531,Female,26-35,France,641,35,6,0.0,1,1.0,0.0,130789.6,0,0.37173173
Li Fonti,91694-15656471,Male,36-45,Germany,678,36,3,127786.47,1,1.0,1.0,120890.84,0,0.13207214
She,78122-15579787,Female,26-35,France,718,30,2,0.0,2,1.0,1.0,51587.04,0,0.0139024565
Poole,28947-15610454,Male,26-35,Germany,559,33,8,119278.01,1,1.0,1.0,197148.24,0,0.13895057
Manfrin,45528-15764237,Female,26-35,Spain,663,33,9,0.0,2,0.0,1.0,91514.62,0,0.017258339
Zaitsev,133581-15661034,Female,36-45,Spain,646,43,9,100885.93,2,1.0,1.0,163331.65,0,0.10078194
Nwabugwu,20232-15689955,Male,36-45,France,724,36,3,0.0,1,1.0,1.0,131778.53,0,0.11090061
Iadanza,26562-15707559,Male,36-45,France,705,45,7,0.0,2,1.0,1.0,71926.28,0,0.029389596
Okagbue,60871-15771573,Female,36-45,Germany,648,39,9,137843.8,1,1.0,1.0,117622.8,0,0.31454992
Farmer,14470-15755825,Male,26-35,France,562,35,7,0.0,2,1.0,0.0,48869.67,0,0.01938913
Hsing,123384-15648047,Male,36-45,Germany,642,45,2,124586.93,1,1.0,0.0,93835.64,1,0.72985196
Manna,97216-15761158,Male,36-45,France,730,38,7,0.0,2,1.0,0.0,1528.4,0,0.027738797
Ritchie,16254-15578096,Male,36-45,France,619,42,2,0.0,1,1.0,1.0,59297.34,0,0.24137856
Okechukwu,75592-15773890,Male,36-45,France,566,36,0,0.0,1,1.0,0.0,172601.62,0,0.37372538
Smith,109049-15609977,Male,18-25,France,713,23,5,149144.61,1,1.0,0.0,163477.22,0,0.08645889
Uspenskaya,67964-15796569,Male,36-45,France,753,45,0,0.0,1,1.0,1.0,91406.62,0,0.39506418
Ch'ang,12597-15605264,Male,46-60,France,589,52,10,142310.76,1,0.0,1.0,152996.85,0,0.28292134
Folliero,108657-15721730,Female,36-45,Germany,692,36,10,130622.34,1,1.0,0.0,113048.85,0,0.45998028
Chu,30822-15787699,Male,36-45,Germany,648,44,4,149961.99,2,1.0,0.0,147530.06,0,0.24206892
T'ang,15045-15574886,Male,26-35,Germany,683,34,4,136444.25,2,1.0,1.0,113050.92,0,0.025815906
Toscani,40954-15636238,Male,36-45,Spain,628,39,10,0.0,2,1.0,0.0,15607.27,0,0.03872376
Martin,88459-15674551,Female,36-45,France,710,38,7,0.0,2,1.0,0.0,176884.94,0,0.044206686
Onyemauchechukwu,24965-15782534,Male,18-25,France,724,25,2,0.0,1,1.0,0.0,152733.63,0,0.1758413
Nnaife,58695-15603096,Male,26-35,Germany,746,30,9,119023.28,1,1.0,1.0,104610.86,0,0.10607353
Trevisan,21697-15777542,Male,26-35,Spain,543,32,1,0.0,1,0.0,1.0,174728.99,0,0.14289945
Ts'ao,163367-15772216,Female,26-35,France,722,33,9,0.0,2,1.0,1.0,18094.96,0,0.015883425
Palerma,37807-15708505,Female,36-45,France,752,37,1,62974.64,1,1.0,1.0,39016.43,0,0.116657816
Nwachukwu,50024-15690134,Female,26-35,France,619,31,9,0.0,2,0.0,1.0,126353.13,0,0.017967395
Chibueze,11623-15772381,Male,36-45,Germany,645,36,4,133801.34,2,1.0,0.0,127587.31,0,0.104076855
Cover,104310-15680243,Male,46-60,Germany,739,51,4,138515.02,3,1.0,0.0,171768.76,1,0.9732256
Li Fonti,126233-15696900,Female,36-45,France,646,43,9,0.0,2,0.0,1.0,130541.1,0,0.07640448
Chukwufumnanya,140826-15683522,Male,26-35,France,647,33,7,110993.47,1,1.0,1.0,92373.46,0,0.04079682
Tuan,62199-15572379,Male,26-35,Spain,466,27,8,121525.53,1,1.0,1.0,102640.57,0,0.051349994
Torreggiani,26479-15701206,Male,36-45,Spain,696,44,5,0.0,2,1.0,0.0,66462.79,0,0.07585641
Lai,40992-15585388,Female,26-35,Germany,785,31,5,107106.33,2,0.0,1.0,62746.54,0,0.08616796
Pan,94027-15617065,Male,36-45,France,650,44,4,0.0,3,0.0,0.0,171045.35,1,0.9053402
Buccho,113418-15683544,Male,18-25,Spain,795,25,8,0.0,2,1.0,1.0,167155.36,0,0.0088146785
Yeh,63118-15569503,Male,36-45,France,765,44,6,0.0,1,1.0,1.0,159899.97,0,0.31679302
